#,Title,Artist,Album,Duration
823,"Please, Please, Please",James Brown,"Please, Please, Please",02:46
824,Chonnie-On-Chon,James Brown,"Please, Please, Please",02:13
825,Hold My Baby's Hand,James Brown,"Please, Please, Please",02:14
826,I Feel That Old Feeling Coming On,James Brown,"Please, Please, Please",02:35
827,Just Won't Do Right,James Brown,"Please, Please, Please",02:36
828,Baby Cries Over The Ocean,James Brown,"Please, Please, Please",02:37
829,I Don't Know,James Brown,"Please, Please, Please",02:48
830,Tell Me What I Did Wrong,James Brown,"Please, Please, Please",02:24
831,Try Me,James Brown,"Please, Please, Please",02:33
832,That Dood It,James Brown,"Please, Please, Please",02:28
833,Begging Begging,James Brown,"Please, Please, Please",02:54
834,I Walked Alone,James Brown,"Please, Please, Please",02:44
835,No No No No,James Brown,"Please, Please, Please",02:15
836,That's When I Lost My Heart,James Brown,"Please, Please, Please",02:51
837,Let's Make It,James Brown,"Please, Please, Please",02:28
838,Love Or A Game,James Brown,"Please, Please, Please",02:15
839,Voodoo Voodoo,LaVern Baker,Voodoo Voodoo,01:47
840,Then I'll Believe,Various artists,"The Complete Ric & Ron Recordings, Vol. 7: Classic New Orleans R&B And More, 1958-1965",02:17
841,Shoestring Twist,Various artists,"The Complete Ric & Ron Recordings, Vol. 4: Classic New Orleans R&B And More, 1958-1965",02:07
842,All About My Girl,Jimmy McGriff,Greatest Hits,03:56
843,I've Got a Woman (Parts 1 & 2),Jimmy McGriff,Greatest Hits,04:33
844,Discotheque U.S.A.,Jimmy McGriff,Greatest Hits,03:24
845,Kiko,Jimmy McGriff,Greatest Hits,02:44
846,See See Rider,Jimmy McGriff,Greatest Hits,04:23
847,Cash Box,Jimmy McGriff,Greatest Hits,03:41
848,Gospel Time,Jimmy McGriff,Greatest Hits,05:37
849,Where It's At (Live),Jimmy McGriff,Greatest Hits,04:45
850,The Last Minute,Jimmy McGriff,Greatest Hits,04:17
851,Blue Juice,Jimmy McGriff,Greatest Hits,05:00
852,Step One,Jimmy McGriff,Greatest Hits,03:36
853,Chris Cross,Jimmy McGriff,Greatest Hits,03:45
854,South Wes,Jimmy McGriff,Greatest Hits,03:35
855,Black Pearl (Live At The Golden Slipper),Jimmy McGriff,Greatest Hits,03:35
856,The Worm,Jimmy McGriff,Greatest Hits,03:20
857,Ain't It Funky Now,Jimmy McGriff,Greatest Hits,03:38
858,Fat Cakes,Jimmy McGriff,Greatest Hits,03:19
859,My Pretty Baby (Web 1106),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),01:58
860,"All Day, All Night (Goldband 1110)",Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:19
861,I've Got News for You (Vee Jay 179),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:55
862,Cruised (Mercury 71857),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:03
863,Let's Do It (The Chicken Scratch) [Mercury 71516],Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:42
864,Hurry Back Good News (Peacock),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:44
865,Nit Wit (Bea & Baby 102),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),01:59
866,Arabian Blues (Zil 9004),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:42
867,The Contest (Rca 7923),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:23
868,Got Plenty Troubles (Zil 9005),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:20
869,Letter Came This Morning (Arrow 724),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:04
870,Right from Wrong (Peacock 1671),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:36
871,Yours Truly (Imperial 45),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:09
872,The Stomp (Mercury 72286),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:31
873,You're so Good Looking (Jin 112),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:35
874,Fuji Womma (Ruthie 101),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),01:50
875,Let's Rock (Let's Surf Awhile) [King],Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:08
876,Blind Boy (Drexel 910),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:39
877,Hackensack (Alton 400),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:09
878,Hey Juanita (Blues Boy Kingdom 106),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),02:33
879,Big Time Spender Pt. 1&2 (Maske 102),Various artists,R&B Humdingers Volume 13 (compiled by Mark Lamarr),05:38
880,Shrewsbury Blues,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,03:00
881,Early Dawn Boogie,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:16
882,Boogie Woogie Mama,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:40
883,Lonely Man Blues,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:35
884,Tra La La (A),Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:30
885,Anything But Love,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:41
886,Once in a Lifetime,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:38
887,Come Home Baby,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:30
888,Tra La La (B),Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:32
889,Lawdy Lawdy Lawd Part 1,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:29
890,Lawdy Lawdy Lawd Part 2,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:40
891,Got You On My Mind,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,01:46
892,Booted,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,01:46
893,Lavinia,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:44
894,I Live My Life,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:27
895,Looped,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:21
896,Junie Mae,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:23
897,Monkey Man,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:17
898,Nobody Cares,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:15
899,Good Times,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:20
900,A Day Is Coming,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:07
901,Ooh Lawdy My Baby,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:49
902,I'm Gonna Cross That River,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:59
903,Wish I Had Never,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:50
904,Jam Up Twist,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:47
905,When I Meet My Girl,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:08
906,What'cha Gonna Do,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:05
907,Woncha Gone,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:06
908,Baby Do Little,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:14
909,Baby Do Little (Alternate Take),Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:11
910,Alone But Not Lonely,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:06
911,Just a Memory,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:01
912,Come Back Baby,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:04
913,Mairzy Doats and Dozy Doats,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:19
914,I've Heard That Story Before,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:41
915,I'll Be True,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:03
916,The Girl Across the Street,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:20
917,Tina,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,01:53
918,How I Feel,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:03
919,Memory Melody (Instrumental),Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:02
920,Real Gone Jam (Instrumental),Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:17
921,Ding Dong School,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:27
922,I've Got My Eyes On You,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:29
923,Lonely Tune (Instrumental),Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:07
924,Is It True,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:12
925,Let's Try and Talk It Over,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:36
926,Do You Remember,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:17
927,Please Hurry Home,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:46
928,Should I Ever Love Again,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:24
929,Double Eyed Whammy,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:27
930,Three Times,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:20
931,The Only Girl for Me,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:25
932,In the Same Old Way,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:52
933,The Girl from Kookamonga,Tommy Ridgley,The Tommy Ridgley Collection 1949-61,02:51
934,Soul On Fire,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),03:05
935,Tomorrow Night,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),03:15
936,Tweedle Dee,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),03:06
937,That's All I Need,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:35
938,Bop-Ting-A-Ling,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),03:05
939,Play It Fair,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:56
940,Jim Dandy,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:10
941,My Happiness Forever,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:47
942,"Get Up, Get Up [You Sleepy Head]",LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:21
943,Still,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:24
944,I Can't Love You Enough,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:39
945,Jim Dandy Got Married,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:11
946,I Cried A Tear,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:35
947,Whipper Snapper,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:12
948,I Waited Too Long,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:32
949,Shake A Hand,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:48
950,How Often,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:38
951,You Said,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:17
952,Saved,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:54
953,See See Rider,LaVern Baker,Soul On Fire: Thes Best Of LaVerne Baker (US Release),02:29
954,Watermelon Time,Marcia Ball,"Peace, Love & BBQ",04:04
955,Big Boy,Bill Doggett,Masters Of The Last Century: Best of Bill Doggett,03:10
956,Big Boy,Various artists,Old King Gold Volume 6,02:13
957,Swooshy,Freddy King,Let's Dance Away And Hide Away,02:19
958,Jump Children,Various artists,Jump Blue: Rockin' The Jukes,02:24
959,King Kong,Various artists,Jump Blue: Rockin' The Jukes,02:04
960,Hucklebuck With Jimmy,Various artists,Jump Blue: Rockin' The Jukes,02:22
961,Flying Home (Part 1),Various artists,Jump Blue: Rockin' The Jukes,02:49
962,Deacon Rides Again,Various artists,Jump Blue: Rockin' The Jukes,02:47
963,Safronia B,Various artists,Jump Blue: Rockin' The Jukes,02:24
964,Messy Bessy,Various artists,Jump Blue: Rockin' The Jukes,02:42
965,I Ain't Drunk,Various artists,Jump Blue: Rockin' The Jukes,02:26
966,Fine Brown Frame,Various artists,Jump Blue: Rockin' The Jukes,02:56
967,See See Rider,Various artists,Jump Blue: Rockin' The Jukes,02:54
968,He May Be Your Man,Various artists,Jump Blue: Rockin' The Jukes,02:58
969,Yes It's You,Various artists,Jump Blue: Rockin' The Jukes,02:15
970,Daybreak,Various artists,Jump Blue: Rockin' The Jukes,02:43
971,When I'm In My Tea,Various artists,Jump Blue: Rockin' The Jukes,03:14
972,I Got Loaded,Various artists,Jump Blue: Rockin' The Jukes,02:28
973,A Fool In Love,Various artists,Jump Blue: Rockin' The Jukes,02:53
974,Sax Shack Boogie,Various artists,Jump Blue: Rockin' The Jukes,02:51
975,Cleo's Boogie,Various artists,Jump Blue: Rockin' The Jukes,02:44
976,Great Big Eyes (Those Little Reds) (1996 Digital Remaster),Various artists,Jump Blue: Rockin' The Jukes,02:32
977,Let The Four Winds Blow,Various artists,Jump Blue: Rockin' The Jukes,02:03
978,Teenage Baby,Various artists,Jump Blue: Rockin' The Jukes,02:03
979,Don't Leave Me Baby,Various artists,Jump Blue: Rockin' The Jukes,03:02
980,"Wine, Wine, Wine",Various artists,Jump Blue: Rockin' The Jukes,02:44
981,Let The Good Times Roll (1988 - Remaster),Various artists,Jump Blue: Rockin' The Jukes,02:25
982,"I Need You, I Want You",Various artists,Jump Blue: Rockin' The Jukes,02:42
983,Jumpin' Tonight (Midnight Rockin') (1994 Digital Remaster),Various artists,Jump Blue: Rockin' The Jukes,02:21
984,Jump Jack Jump,Wynona Carr,Jump Jack Jump! (Remastered),02:16
985,'Til The Well Runs Dry,Wynona Carr,Jump Jack Jump! (Remastered),02:04
986,Boppity Bop (Boogity Boog),Wynona Carr,Jump Jack Jump! (Remastered),02:27
987,Should I Ever Love Again?,Wynona Carr,Jump Jack Jump! (Remastered),02:37
988,I'm Mad At You,Wynona Carr,Jump Jack Jump! (Remastered),02:08
989,Old Fashioned Love,Wynona Carr,Jump Jack Jump! (Remastered),02:09
990,Hurt Me,Wynona Carr,Jump Jack Jump! (Remastered),02:18
991,It's Raining Outside,Wynona Carr,Jump Jack Jump! (Remastered),02:06
992,Nursery Rhyme Rock,Wynona Carr,Jump Jack Jump! (Remastered),01:56
993,Ding Dong Daddy,Wynona Carr,Jump Jack Jump! (Remastered),02:08
994,"Someday, Somewhere, Somehow",Wynona Carr,Jump Jack Jump! (Remastered),02:41
995,Act Right,Wynona Carr,Jump Jack Jump! (Remastered),02:41
996,What Do You Know (About Love),Wynona Carr,Jump Jack Jump! (Remastered),02:47
997,Now That I'm Free,Wynona Carr,Jump Jack Jump! (Remastered),02:38
998,Heartbreak Melody,Wynona Carr,Jump Jack Jump! (Remastered),02:50
999,Please Mr. Jailer,Wynona Carr,Jump Jack Jump! (Remastered),03:01
1000,Weather Man,Wynona Carr,Jump Jack Jump! (Remastered),02:35
1001,If These Walls Could Speak,Wynona Carr,Jump Jack Jump! (Remastered),02:56
1002,Touch And Go,Wynona Carr,Jump Jack Jump! (Remastered),02:13
1003,If I Pray,Wynona Carr,Jump Jack Jump! (Remastered),02:26
1004,Finders Keepers,Wynona Carr,Jump Jack Jump! (Remastered),01:54
1005,The Things You Do To Me,Wynona Carr,Jump Jack Jump! (Remastered),02:32
1006,How Many Times?,Wynona Carr,Jump Jack Jump! (Remastered),02:17
1007,Give Me Your Hand To Hold,Wynona Carr,Jump Jack Jump! (Remastered),02:18
1008,Waitin' on My Sweetie Pie,Nrbq,Brass Tacks,02:55
1009,Greetings from Delaware,Nrbq,Brass Tacks,03:32
1010,Sit in My Lap,Nrbq,Brass Tacks,02:40
1011,Fightin' Back,Nrbq,Brass Tacks,03:31
1012,It'll Be Alright,Nrbq,Brass Tacks,02:36
1013,This Flat Tire,Nrbq,Brass Tacks,04:41
1014,I'd Like to Know,Nrbq,Brass Tacks,02:06
1015,Places Far Away,Nrbq,Brass Tacks,04:39
1016,Can't Wait to Kiss You,Nrbq,Brass Tacks,01:48
1017,I'm Not Here,Nrbq,Brass Tacks,03:38
1018,Getting to Know You,Nrbq,Brass Tacks,02:05
1019,Love This Love We Got,Nrbq,Brass Tacks,02:49
1020,When I Get Drunk,Mike Henderson & The Bluebloods,First Blood,05:55
1021,So Sad To Be Lonesome,Mike Henderson & The Bluebloods,First Blood,04:19
1022,Hip Shakin',Mike Henderson & The Bluebloods,First Blood,04:05
1023,Pony Blues,Mike Henderson & The Bluebloods,First Blood,05:46
1024,Bloody Murder,Mike Henderson & The Bluebloods,First Blood,05:04
1025,Pay Bo Diddley,Mike Henderson & The Bluebloods,First Blood,05:09
1026,When The Welfare Turns Its Back On You,Mike Henderson & The Bluebloods,First Blood,04:56
1027,Give Me Back My Wig,Mike Henderson & The Bluebloods,First Blood,04:17
1028,How Many More Years,Mike Henderson & The Bluebloods,First Blood,04:45
1029,Mean Mistreater,Mike Henderson & The Bluebloods,First Blood,04:27
1030,The March,The Sig Millonzi Trio,Three Times Over,05:25
1031,Skating In Central Park,The Sig Millonzi Trio,Three Times Over,04:18
1032,Over The Rainbow,The Sig Millonzi Trio,Three Times Over,04:40
1033,The Humanoids Are Coming,The Sig Millonzi Trio,Three Times Over,05:05
1034,Along Came Betty,The Sig Millonzi Trio,Three Times Over,07:23
1035,Stacey,The Sig Millonzi Trio,Three Times Over,03:13
1036,Solar Prominence,The Sig Millonzi Trio,Three Times Over,09:01
1037,Dual Force,Various Artists,Live On Tour,07:48
1038,Beautiful Friendship,Various Artists,Live On Tour,10:15
1039,Scratch,Various Artists,Live On Tour,07:56
1040,Tayamisha,Various Artists,Live On Tour,05:22
1041,Spiral,Various Artists,Live On Tour,11:06
1042,Will You Needn't,Various Artists,Live On Tour,08:40
1043,Norwegian Wood (This Bird Has Flown),Buddy Rich,Big Swing Face,03:42
1044,Big Swing Face (Remixed),Buddy Rich,Big Swing Face,05:34
1045,Monitor Theme (Remixed),Buddy Rich,Big Swing Face,02:44
1046,Wack Wack (Live) (Remix),Buddy Rich,Big Swing Face,03:16
1047,Love For Sale (Live) (Remix),Buddy Rich,Big Swing Face,04:51
1048,Mexicali Nose (Live),Buddy Rich,Big Swing Face,02:52
1049,Willowcrest (Remix),Buddy Rich,Big Swing Face,04:16
1050,The Beat Goes On (Live) (Remix),Buddy Rich,Big Swing Face,05:40
1051,Bugle Call Rag (Live) (Remix),Buddy Rich,Big Swing Face,05:06
1052,Standing Up In A Hammock,Buddy Rich,Big Swing Face,02:38
1053,Chicago (Live),Buddy Rich,Big Swing Face,02:58
1054,Lament For Lester (Live),Buddy Rich,Big Swing Face,02:33
1055,Silver Threads Among The Blues,Buddy Rich,Big Swing Face,04:44
1056,New Blues,Buddy Rich,Big Swing Face,04:40
1057,Loose,Buddy Rich,Big Swing Face,04:07
1058,Apples (Aka Gino) (Live),Buddy Rich,Big Swing Face,02:43
1059,Relaxin' At Camarillo,Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),03:21
1060,Chelsea Bridge (Take 3 - Master),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),03:45
1061,Eclypso,Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),06:00
1062,Beat's Up,Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),04:20
1063,Skal Brothers,Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),02:30
1064,Little Rock,Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),07:07
1065,Verdandi (Take 1 - Master),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),02:14
1066,Delarna (Take 3 - Master),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),04:43
1067,Willow Weep for Me (Take 2 - Master),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),06:27
1068,Chelsea Bridge (Take 1 - Alternate),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),03:47
1069,Chelsea Bridge (Take 2 - Alternate),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),03:46
1070,Verdandi (Take 2 - Alternate),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),02:08
1071,Delarna (Take 1 - Alternate),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),04:40
1072,Delarna (Take 2 - Alternate),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),04:34
1073,Willow Weep for Me (Take 1 - Alternate),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),05:53
1074,So Sorry Please (Bonus Track),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),04:15
1075,How Long Has This Been Going On? (Bonus Track),Tommy Flanagan,The Complete Overseas Session (Bonus Track Version),05:58
1076,Temperance,Wynton Kelly,Kelly At Midnight,07:32
1077,Weird Lullabye,Wynton Kelly,Kelly At Midnight,07:14
1078,On Stage,Wynton Kelly,Kelly At Midnight,05:14
1079,Skatin',Wynton Kelly,Kelly At Midnight,05:49
1080,Pot Luck,Wynton Kelly,Kelly At Midnight,06:49
1081,"Four Brothers (Live At The Monterey Jazz Festival, 1959)",Woody Herman And His Orchestra,Big New Herd At The Monterey Jazz Festival [Live],03:33
1082,"Like Some Blues Man (Live At The Monterey Jazz Festival, 1959)",Woody Herman And His Orchestra,Big New Herd At The Monterey Jazz Festival [Live],10:04
1083,"Skoobeedoobee (Live At The Monterey Jazz Festival, 1959)",Woody Herman And His Orchestra,Big New Herd At The Monterey Jazz Festival [Live],04:30
1084,"Monterey Apple Tree (Live At The Monterey Jazz Festival, 1959)",Woody Herman And His Orchestra,Big New Herd At The Monterey Jazz Festival [Live],10:33
1085,"Skylark (Live At The Monterey Jazz Festival, 1959)",Woody Herman And His Orchestra,Big New Herd At The Monterey Jazz Festival [Live],04:19
1086,"The Magpie (Live At The Monterey Jazz Festival, 1959)",Woody Herman And His Orchestra,Big New Herd At The Monterey Jazz Festival [Live],02:38
1087,Dedication (1994 Digital Remaster),Thad Jones,Consummation,05:12
1088,It Only Happens Every Time (1994 Digital Remaster),Thad Jones,Consummation,03:04
1089,Tiptoe (1994 Digital Remaster),Thad Jones,Consummation,06:39
1090,A Child Is Born (1994 Digital Remaster),Thad Jones,Consummation,04:06
1091,Us (1994 Digital Remaster),Thad Jones,Consummation,03:34
1092,Ahunk Ahunk (1994 Digital Remaster),Thad Jones,Consummation,07:55
1093,Fingers (1994 Digital Remaster),Thad Jones,Consummation,10:36
1094,Consummation (1994 Digital Remaster),Thad Jones,Consummation,05:09
1095,Tow Away Zone (Live) [1994 - Remaster],Thad Jones And Mel Lewis,Central Park North,04:30
1096,Quietude (Live) [1994 - Remaster],Thad Jones And Mel Lewis,Central Park North,04:06
1097,Jive Samba (Live) [1994 - Remaster],Thad Jones And Mel Lewis,Central Park North,08:54
1098,The Groove Merchant (Live) [1994 - Remaster],Thad Jones And Mel Lewis,Central Park North,05:11
1099,Big Dipper (Live) [1994 - Remaster],Thad Jones And Mel Lewis,Central Park North,05:54
1100,Central Park North (Live) [1994 - Remaster],Thad Jones And Mel Lewis,Central Park North,09:15
1101,"Voi che sapete from The Marriage of Figaro, K.492",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",03:11
1102,"Andante, Cassation in G Major, K. 63",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",03:28
1103,"Andante, Symphony No. 6, K. 43",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",04:02
1104,"Andantino grazioso, Symphony No. 18, K. 130",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",05:51
1105,"Adagio, Gran Partita, Serenade No. 10, in B Flat Major, K. 361",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",05:58
1106,"Concertante, Serenade No. 9 in D Major, K. 320",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",08:36
1107,"Andante ma adagio, Bassoon Concerto, in B Flat Major, K. 191",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",06:36
1108,"Adagio, Divertimento, in B flat Major, K. 287",Mozart Effect,"Music for Children, Volume 2: Relax, Dream & Draw",08:33